cpus=4
          <idle>-0     [000] 14880.765691584:          sched_wakeup:         kworker/u9:3:569 [100]<CANT FIND FIELD success> CPU:000
          <idle>-0     [000] 14883.331716370: (+8055)  sched_wakeup:         kworker/u9:3:569 [100]<CANT FIND FIELD success> CPU:000
          <idle>-0     [000] 14883.331719315: (+2945)  sched_switch:         swapper/0:0 [120] R ==> kworker/u9:3:569 [100]
    kworker/u9:3-569   [000] 14883.331728352: (+9037)  sched_switch:         kworker/u9:3:569 [100] D ==> swapper/0:0 [120]
          <idle>-0     [000] 14883.331736463: (+8111)  sched_wakeup:         kworker/u9:3:569 [100]<CANT FIND FIELD success> CPU:000
          <idle>-0     [000] 14883.331739445: (+2982)  sched_switch:         swapper/0:0 [120] R ==> kworker/u9:3:569 [100]
    kworker/u9:3-569   [000] 14883.331748019: (+8574)  sched_switch:         kworker/u9:3:569 [100] D ==> swapper/0:0 [120]
          <idle>-0     [000] 14883.331756056: (+8037)  sched_wakeup:         kworker/u9:3:569 [100]<CANT FIND FIELD success> CPU:000
          <idle>-0     [000] 14883.331758963: (+2907)  sched_switch:         swapper/0:0 [120] R ==> kworker/u9:3:569 [100]
    kworker/u9:3-569   [000] 14883.331767500: (+8537)  sched_switch:         kworker/u9:3:569 [100] D ==> swapper/0:0 [120]
          <idle>-0     [000] 14883.331775537: (+8037)  sched_wakeup:         kworker/u9:3:569 [100]<CANT FIND FIELD success> CPU:000
          <idle>-0     [000] 14883.331778500: (+2963)  sched_switch:         swapper/0:0 [120] R ==> kworker/u9:3:569 [100]
    kworker/u9:3-569   [000] 14883.331787111: (+8611)  sched_switch:         kworker/u9:3:569 [100] D ==> swapper/0:0 [120]
          <idle>-0     [000] 14883.331795093: (+7982)  sched_wakeup:         kworker/u9:3:569 [100]<CANT FIND FIELD success> CPU:000
          <idle>-0     [000] 14883.331798019: (+2926)  sched_switch:         swapper/0:0 [120] R ==> kworker/u9:3:569 [100]
    kworker/u9:3-569   [000] 14883.331811611: (+13592) sched_switch:         kworker/u9:3:569 [100] D ==> swapper/0:0 [120]
          <idle>-0     [000] 14883.331819778: (+8167)  sched_wakeup:         kworker/u9:3:569 [100]<CANT FIND FIELD success> CPU:000
          <idle>-0     [000] 14883.331822796: (+3018)  sched_switch:         swapper/0:0 [120] R ==> kworker/u9:3:569 [100]
    kworker/u9:3-569   [000] 14883.331831445: (+8649)  sched_switch:         kworker/u9:3:569 [100] D ==> swapper/0:0 [120]
          <idle>-0     [000] 14883.331839519: (+8074)  sched_wakeup:         kworker/u9:3:569 [100]<CANT FIND FIELD success> CPU:000
          <idle>-0     [000] 14883.331842463: (+2944)  sched_switch:         swapper/0:0 [120] R ==> kworker/u9:3:569 [100]
    kworker/u9:3-569   [000] 14883.331851370: (+8907)  sched_switch:         kworker/u9:3:569 [100] D ==> swapper/0:0 [120]
          <idle>-0     [000] 14883.331859482: (+8112)  sched_wakeup:         kworker/u9:3:569 [100]<CANT FIND FIELD success> CPU:000
          <idle>-0     [000] 14883.331862445: (+2963)  sched_switch:         swapper/0:0 [120] R ==> kworker/u9:3:569 [100]
    kworker/u9:3-569   [000] 14883.331871037: (+8592)  sched_switch:         kworker/u9:3:569 [100] D ==> swapper/0:0 [120]
          <idle>-0     [000] 14883.331878982: (+7945)  sched_wakeup:         kworker/u9:3:569 [100]<CANT FIND FIELD success> CPU:000
          <idle>-0     [000] 14883.331881889: (+2907)  sched_switch:         swapper/0:0 [120] R ==> kworker/u9:3:569 [100]
    kworker/u9:3-569   [000] 14883.331890574: (+8685)  sched_switch:         kworker/u9:3:569 [100] D ==> swapper/0:0 [120]
          <idle>-0     [000] 14883.331898667: (+8093)  sched_wakeup:         kworker/u9:3:569 [100]<CANT FIND FIELD success> CPU:000
          <idle>-0     [000] 14883.331901611: (+2944)  sched_switch:         swapper/0:0 [120] R ==> kworker/u9:3:569 [100]
    kworker/u9:3-569   [000] 14883.331910204: (+8593)  sched_switch:         kworker/u9:3:569 [100] D ==> swapper/0:0 [120]
          <idle>-0     [000] 14883.331918333: (+8129)  sched_wakeup:         kworker/u9:3:569 [100]<CANT FIND FIELD success> CPU:000
          <idle>-0     [000] 14883.331921315: (+2982)  sched_switch:         swapper/0:0 [120] R ==> kworker/u9:3:569 [100]
    kworker/u9:3-569   [000] 14883.331934907: (+13592) sched_switch:         kworker/u9:3:569 [100] D ==> swapper/0:0 [120]
          <idle>-0     [000] 14883.331943037: (+8130)  sched_wakeup:         kworker/u9:3:569 [100]<CANT FIND FIELD success> CPU:000
          <idle>-0     [000] 14883.331946111: (+3074)  sched_switch:         swapper/0:0 [120] R ==> kworker/u9:3:569 [100]
    kworker/u9:3-569   [000] 14883.331954648: (+8537)  sched_switch:         kworker/u9:3:569 [100] D ==> swapper/0:0 [120]
          <idle>-0     [000] 14883.331962685: (+8037)  sched_wakeup:         kworker/u9:3:569 [100]<CANT FIND FIELD success> CPU:000
          <idle>-0     [000] 14883.331965593: (+2908)  sched_switch:         swapper/0:0 [120] R ==> kworker/u9:3:569 [100]
    kworker/u9:3-569   [000] 14883.331974482: (+8889)  sched_switch:         kworker/u9:3:569 [100] D ==> swapper/0:0 [120]
          <idle>-0     [000] 14883.331982537: (+8055)  sched_wakeup:         kworker/u9:3:569 [100]<CANT FIND FIELD success> CPU:000
          <idle>-0     [000] 14883.331985482: (+2945)  sched_switch:         swapper/0:0 [120] R ==> kworker/u9:3:569 [100]
    kworker/u9:3-569   [000] 14883.331994056: (+8574)  sched_switch:         kworker/u9:3:569 [100] D ==> swapper/0:0 [120]
          <idle>-0     [000] 14883.332002056: (+8000)  sched_wakeup:         kworker/u9:3:569 [100]<CANT FIND FIELD success> CPU:000
          <idle>-0     [000] 14883.332005019: (+2963)  sched_switch:         swapper/0:0 [120] R ==> kworker/u9:3:569 [100]
    kworker/u9:3-569   [000] 14883.332013593: (+8574)  sched_switch:         kworker/u9:3:569 [100] D ==> swapper/0:0 [120]
          <idle>-0     [000] 14883.332021741: (+8148)  sched_wakeup:         kworker/u9:3:569 [100]<CANT FIND FIELD success> CPU:000
          <idle>-0     [000] 14883.332024648: (+2907)  sched_switch:         swapper/0:0 [120] R ==> kworker/u9:3:569 [100]
    kworker/u9:3-569   [000] 14883.332033167: (+8519)  sched_switch:         kworker/u9:3:569 [100] D ==> swapper/0:0 [120]
          <idle>-0     [000] 14883.332041222: (+8055)  sched_wakeup:         kworker/u9:3:569 [100]<CANT FIND FIELD success> CPU:000
          <idle>-0     [000] 14883.332044130: (+2908)  sched_switch:         swapper/0:0 [120] R ==> kworker/u9:3:569 [100]
    kworker/u9:3-569   [000] 14883.332057833: (+13703) sched_switch:         kworker/u9:3:569 [100] D ==> swapper/0:0 [120]
          <idle>-0     [000] 14883.332066056: (+8223)  sched_wakeup:         kworker/u9:3:569 [100]<CANT FIND FIELD success> CPU:000
          <idle>-0     [000] 14883.332069130: (+3074)  sched_switch:         swapper/0:0 [120] R ==> kworker/u9:3:569 [100]
    kworker/u9:3-569   [000] 14883.332077741: (+8611)  sched_switch:         kworker/u9:3:569 [100] D ==> swapper/0:0 [120]
          <idle>-0     [000] 14883.332085722: (+7981)  sched_wakeup:         kworker/u9:3:569 [100]<CANT FIND FIELD success> CPU:000
          <idle>-0     [000] 14883.332089259: (+3537)  sched_switch:         swapper/0:0 [120] R ==> kworker/u9:3:569 [100]
    kworker/u9:3-569   [000] 14883.332098185: (+8926)  sched_switch:         kworker/u9:3:569 [100] D ==> swapper/0:0 [120]
          <idle>-0     [000] 14883.332106352: (+8167)  sched_wakeup:         kworker/u9:3:569 [100]<CANT FIND FIELD success> CPU:000
          <idle>-0     [000] 14883.332109315: (+2963)  sched_switch:         swapper/0:0 [120] R ==> kworker/u9:3:569 [100]
    kworker/u9:3-569   [000] 14883.332134241: (+24926) sched_switch:         kworker/u9:3:569 [100] D ==> swapper/0:0 [120]
          <idle>-0     [000] 14883.332143093: (+8852)  sched_wakeup:         kworker/u9:3:569 [100]<CANT FIND FIELD success> CPU:000
          <idle>-0     [000] 14883.332146204: (+3111)  sched_switch:         swapper/0:0 [120] R ==> kworker/u9:3:569 [100]
    kworker/u9:3-569   [000] 14883.332154852: (+8648)  sched_switch:         kworker/u9:3:569 [100] D ==> swapper/0:0 [120]
          <idle>-0     [000] 14883.332162982: (+8130)  sched_wakeup:         kworker/u9:3:569 [100]<CANT FIND FIELD success> CPU:000
          <idle>-0     [000] 14883.332166000: (+3018)  sched_switch:         swapper/0:0 [120] R ==> kworker/u9:3:569 [100]
    kworker/u9:3-569   [000] 14883.332174667: (+8667)  sched_switch:         kworker/u9:3:569 [100] D ==> swapper/0:0 [120]
          <idle>-0     [000] 14883.332182741: (+8074)  sched_wakeup:         kworker/u9:3:569 [100]<CANT FIND FIELD success> CPU:000
          <idle>-0     [000] 14883.332185704: (+2963)  sched_switch:         swapper/0:0 [120] R ==> kworker/u9:3:569 [100]
    kworker/u9:3-569   [000] 14883.332200130: (+14426) sched_switch:         kworker/u9:3:569 [100] D ==> swapper/0:0 [120]
          <idle>-0     [000] 14883.332212222: (+12092) sched_wakeup:         kworker/0:2:3318 [120]<CANT FIND FIELD success> CPU:000
          <idle>-0     [000] 14883.332217648: (+5426)  sched_wakeup:         kworker/u9:3:569 [100]<CANT FIND FIELD success> CPU:000
          <idle>-0     [000] 14883.332220907: (+3259)  sched_switch:         swapper/0:0 [120] R ==> kworker/u9:3:569 [100]
    kworker/u9:3-569   [000] 14883.332229945: (+9038)  sched_switch:         kworker/u9:3:569 [100] D ==> kworker/0:2:3318 [120]
     kworker/0:2-3318  [000] 14883.332240333: (+10388) sched_wakeup:         kworker/u9:3:569 [100]<CANT FIND FIELD success> CPU:000
     kworker/0:2-3318  [000] 14883.332244019: (+3686)  sched_switch:         kworker/0:2:3318 [120] R ==> kworker/u9:3:569 [100]
    kworker/u9:3-569   [000] 14883.332252815: (+8796)  sched_switch:         kworker/u9:3:569 [100] D ==> kworker/0:2:3318 [120]
     kworker/0:2-3318  [000] 14883.332261407: (+8592)  sched_wakeup:         kworker/u9:3:569 [100]<CANT FIND FIELD success> CPU:000
     kworker/0:2-3318  [000] 14883.332264778: (+3371)  sched_switch:         kworker/0:2:3318 [120] R ==> kworker/u9:3:569 [100]
    kworker/u9:3-569   [000] 14883.332273593: (+8815)  sched_switch:         kworker/u9:3:569 [100] D ==> kworker/0:2:3318 [120]
     kworker/0:2-3318  [000] 14883.332281926: (+8333)  sched_wakeup:         kworker/u9:3:569 [100]<CANT FIND FIELD success> CPU:000
     kworker/0:2-3318  [000] 14883.332285296: (+3370)  sched_switch:         kworker/0:2:3318 [120] R ==> kworker/u9:3:569 [100]
    kworker/u9:3-569   [000] 14883.332313130: (+27834) sched_switch:         kworker/u9:3:569 [100] D ==> kworker/0:2:3318 [120]
     kworker/0:2-3318  [000] 14883.332327241: (+14111) sched_switch:         kworker/0:2:3318 [120] D ==> swapper/0:0 [120]
          <idle>-0     [000] 14883.332337000: (+9759)  sched_wakeup:         kworker/u9:3:569 [100]<CANT FIND FIELD success> CPU:000
          <idle>-0     [000] 14883.332339982: (+2982)  sched_switch:         swapper/0:0 [120] R ==> kworker/u9:3:569 [100]
    kworker/u9:3-569   [000] 14883.332344963: (+4981)  sched_wakeup:         kworker/0:2:3318 [120]<CANT FIND FIELD success> CPU:000
    kworker/u9:3-569   [000] 14883.332352370: (+7407)  sched_wakeup:         ksoftirqd/0:12 [120]<CANT FIND FIELD success> CPU:000
    kworker/u9:3-569   [000] 14883.332408907: (+56537) sched_switch:         kworker/u9:3:569 [100] D ==> ksoftirqd/0:12 [120]
     ksoftirqd/0-12    [000] 14883.332421759: (+12852) sched_switch:         ksoftirqd/0:12 [120] S ==> kworker/0:2:3318 [120]
     kworker/0:2-3318  [000] 14883.332431926: (+10167) sched_wakeup:         kworker/u9:3:569 [100]<CANT FIND FIELD success> CPU:000
     kworker/0:2-3318  [000] 14883.332435611: (+3685)  sched_switch:         kworker/0:2:3318 [120] R ==> kworker/u9:3:569 [100]
    kworker/u9:3-569   [000] 14883.332440148: (+4537)  sched_wakeup:         kworker/0:2:3318 [120]<CANT FIND FIELD success> CPU:000
    kworker/u9:3-569   [000] 14883.332447759: (+7611)  sched_switch:         kworker/u9:3:569 [100] W ==> kworker/0:2:3318 [120]
     kworker/0:2-3318  [000] 14883.332465148: (+17389) sched_wakeup:         kworker/0:2:3318 [120]<CANT FIND FIELD success> CPU:000
     kworker/0:2-3318  [000] 14883.332489593: (+24445) sched_wakeup:         kworker/0:2:3318 [120]<CANT FIND FIELD success> CPU:000
     kworker/0:2-3318  [000] 14883.332510482: (+20889) sched_switch:         kworker/0:2:3318 [120] D ==> swapper/0:0 [120]
          <idle>-0     [000] 14883.332518907: (+8425)  sched_wakeup:         kworker/0:2:3318 [120]<CANT FIND FIELD success> CPU:000
          <idle>-0     [000] 14883.332522000: (+3093)  sched_switch:         swapper/0:0 [120] R ==> kworker/0:2:3318 [120]
     kworker/0:2-3318  [000] 14883.332527148: (+5148)  sched_wakeup:         kworker/u9:3:569 [100]<CANT FIND FIELD success> CPU:000
     kworker/0:2-3318  [000] 14883.332532982: (+5834)  sched_switch:         kworker/0:2:3318 [120] R ==> kworker/u9:3:569 [100]
    kworker/u9:3-569   [000] 14883.332538241: (+5259)  sched_switch:         kworker/u9:3:569 [100] D ==> kworker/0:2:3318 [120]
     kworker/0:2-3318  [000] 14883.332541926: (+3685)  sched_wakeup:         kworker/u9:3:569 [100]<CANT FIND FIELD success> CPU:000
     kworker/0:2-3318  [000] 14883.332544056: (+2130)  sched_switch:         kworker/0:2:3318 [120] R ==> kworker/u9:3:569 [100]
    kworker/u9:3-569   [000] 14883.332551852: (+7796)  sched_switch:         kworker/u9:3:569 [100] W ==> kworker/0:2:3318 [120]
     kworker/0:2-3318  [000] 14883.332555296: (+3444)  sched_switch:         kworker/0:2:3318 [120] W ==> swapper/0:0 [120]
          <idle>-0     [000] 14883.374086481: (+41531185) sched_wakeup:         ngrok:553 [120]<CANT FIND FIELD success> CPU:000
          <idle>-0     [000] 14883.374091870: (+5389)  sched_switch:         swapper/0:0 [120] R ==> ngrok:553 [120]
           ngrok-553   [000] 14883.374109537: (+17667) sched_switch:         ngrok:553 [120] S ==> swapper/0:0 [120]
          <idle>-0     [000] 14883.375157722: (+1048185) sched_wakeup:         ngrok:553 [120]<CANT FIND FIELD success> CPU:000
          <idle>-0     [000] 14883.375162667: (+4945)  sched_switch:         swapper/0:0 [120] R ==> ngrok:553 [120]
           ngrok-553   [000] 14883.375188092: (+25425) sched_switch:         ngrok:553 [120] S ==> swapper/0:0 [120]
          <idle>-0     [000] 14883.375198741: (+10649) sched_wakeup:         ngrok:553 [120]<CANT FIND FIELD success> CPU:000
          <idle>-0     [000] 14883.375203278: (+4537)  sched_switch:         swapper/0:0 [120] R ==> ngrok:553 [120]
           ngrok-553   [000] 14883.375225018: (+21740) sched_switch:         ngrok:553 [120] S ==> swapper/0:0 [120]
          <idle>-0     [000] 14883.398305500: (+23080482) sched_wakeup:         kworker/0:2:3318 [120]<CANT FIND FIELD success> CPU:000
          <idle>-0     [000] 14883.398310778: (+5278)  sched_switch:         swapper/0:0 [120] R ==> kworker/0:2:3318 [120]
     kworker/0:2-3318  [000] 14883.398329389: (+18611) sched_wakeup:         kworker/0:2:3318 [120]<CANT FIND FIELD success> CPU:000
     kworker/0:2-3318  [000] 14883.398354000: (+24611) sched_wakeup:         kworker/0:2:3318 [120]<CANT FIND FIELD success> CPU:000
     kworker/0:2-3318  [000] 14883.398374592: (+20592) sched_switch:         kworker/0:2:3318 [120] D ==> swapper/0:0 [120]
          <idle>-0     [000] 14883.398382852: (+8260)  sched_wakeup:         kworker/0:2:3318 [120]<CANT FIND FIELD success> CPU:000
          <idle>-0     [000] 14883.398385889: (+3037)  sched_switch:         swapper/0:0 [120] R ==> kworker/0:2:3318 [120]
     kworker/0:2-3318  [000] 14883.398391166: (+5277)  sched_wakeup:         kworker/u9:3:569 [100]<CANT FIND FIELD success> CPU:000
     kworker/0:2-3318  [000] 14883.398397000: (+5834)  sched_switch:         kworker/0:2:3318 [120] R ==> kworker/u9:3:569 [100]
    kworker/u9:3-569   [000] 14883.398402407: (+5407)  sched_switch:         kworker/u9:3:569 [100] D ==> kworker/0:2:3318 [120]
     kworker/0:2-3318  [000] 14883.398406055: (+3648)  sched_wakeup:         kworker/u9:3:569 [100]<CANT FIND FIELD success> CPU:000
     kworker/0:2-3318  [000] 14883.398408296: (+2241)  sched_switch:         kworker/0:2:3318 [120] R ==> kworker/u9:3:569 [100]
    kworker/u9:3-569   [000] 14883.398419426: (+11130) sched_switch:         kworker/u9:3:569 [100] D ==> kworker/0:2:3318 [120]
     kworker/0:2-3318  [000] 14883.398428666: (+9240)  sched_wakeup:         kworker/u9:3:569 [100]<CANT FIND FIELD success> CPU:000
     kworker/0:2-3318  [000] 14883.398432296: (+3630)  sched_switch:         kworker/0:2:3318 [120] R ==> kworker/u9:3:569 [100]
    kworker/u9:3-569   [000] 14883.398441129: (+8833)  sched_switch:         kworker/u9:3:569 [100] D ==> kworker/0:2:3318 [120]
     kworker/0:2-3318  [000] 14883.398449796: (+8667)  sched_wakeup:         kworker/u9:3:569 [100]<CANT FIND FIELD success> CPU:000
     kworker/0:2-3318  [000] 14883.398453259: (+3463)  sched_switch:         kworker/0:2:3318 [120] R ==> kworker/u9:3:569 [100]
    kworker/u9:3-569   [000] 14883.398478926: (+25667) sched_switch:         kworker/u9:3:569 [100] D ==> kworker/0:2:3318 [120]
     kworker/0:2-3318  [000] 14883.398491778: (+12852) sched_wakeup:         kworker/u9:3:569 [100]<CANT FIND FIELD success> CPU:000
     kworker/0:2-3318  [000] 14883.398495259: (+3481)  sched_switch:         kworker/0:2:3318 [120] R ==> kworker/u9:3:569 [100]
    kworker/u9:3-569   [000] 14883.398513518: (+18259) sched_switch:         kworker/u9:3:569 [100] D ==> kworker/0:2:3318 [120]
     kworker/0:2-3318  [000] 14883.398525796: (+12278) sched_wakeup:         kworker/u9:3:569 [100]<CANT FIND FIELD success> CPU:000
     kworker/0:2-3318  [000] 14883.398529241: (+3445)  sched_switch:         kworker/0:2:3318 [120] R ==> kworker/u9:3:569 [100]
    kworker/u9:3-569   [000] 14883.398588426: (+59185) sched_wakeup:         ngrok:553 [120]<CANT FIND FIELD success> CPU:000
    kworker/u9:3-569   [000] 14883.398610981: (+22555) sched_switch:         kworker/u9:3:569 [100] D ==> kworker/0:2:3318 [120]
