cpus=4
          stress-3674  [002] 14905.259426102:          sched_wakeup:         sshd:778 [120]<CANT FIND FIELD success> CPU:002
          stress-3675  [002] 14908.685143477: (+31666) sched_wakeup:         rcu_preempt:13 [120]<CANT FIND FIELD success> CPU:002
          stress-3675  [002] 14908.685148440: (+4963)  sched_switch:         stress:3675 [120] R ==> rcu_preempt:13 [120]
     rcu_preempt-13    [002] 14908.685171274: (+22834) sched_switch:         rcu_preempt:13 [120] W ==> stress:3675 [120]
          stress-3675  [002] 14908.693086385: (+7915111) sched_switch:         stress:3675 [120] R ==> stress:3673 [120]
          stress-3673  [002] 14908.693095848: (+9463)  sched_switch:         stress:3673 [120] D ==> stress:3675 [120]
          stress-3675  [002] 14908.697093607: (+3997759) sched_wakeup:         rcu_preempt:13 [120]<CANT FIND FIELD success> CPU:002
          stress-3675  [002] 14908.697118514: (+24907) sched_switch:         stress:3675 [120] R ==> rcu_preempt:13 [120]
     rcu_preempt-13    [002] 14908.697130496: (+11982) sched_switch:         rcu_preempt:13 [120] W ==> stress:3674 [120]
          stress-3674  [002] 14908.705165292: (+8034796) sched_wakeup:         stress:3673 [120]<CANT FIND FIELD success> CPU:002
          stress-3674  [002] 14908.705171088: (+5796)  sched_switch:         stress:3674 [120] R ==> stress:3673 [120]
          stress-3673  [002] 14908.717098662: (+11927574) sched_switch:         stress:3673 [120] R ==> stress:3675 [120]
          stress-3675  [002] 14908.721109125: (+4010463) sched_wakeup:         kworker/2:1:3243 [120]<CANT FIND FIELD success> CPU:002
          stress-3675  [002] 14908.721117440: (+8315)  sched_switch:         stress:3675 [120] R ==> kworker/2:1:3243 [120]
     kworker/2:1-3243  [002] 14908.721146681: (+29241) sched_switch:         kworker/2:1:3243 [120] W ==> stress:3673 [120]
          stress-3673  [002] 14908.724535625: (+3388944) sched_wakeup:         ngrok:553 [120]<CANT FIND FIELD success> CPU:002
          stress-3673  [002] 14908.724542348: (+6723)  sched_switch:         stress:3673 [120] R ==> ngrok:553 [120]
           ngrok-553   [002] 14908.724587792: (+45444) sched_switch:         ngrok:553 [120] S ==> stress:3675 [120]
          stress-3675  [002] 14908.725632514: (+1044722) sched_wakeup:         ngrok:553 [120]<CANT FIND FIELD success> CPU:002
          stress-3675  [002] 14908.725635792: (+3278)  sched_switch:         stress:3675 [120] R ==> ngrok:553 [120]
           ngrok-553   [002] 14908.725666199: (+30407) sched_wakeup:         ngrok:555 [120]<CANT FIND FIELD success> CPU:002
           ngrok-553   [002] 14908.725689625: (+23426) sched_switch:         ngrok:553 [120] S ==> ngrok:555 [120]
           ngrok-555   [002] 14908.725712181: (+22556) sched_wakeup:         ngrok:553 [120]<CANT FIND FIELD success> CPU:002
           ngrok-555   [002] 14908.725726811: (+14630) sched_switch:         ngrok:555 [120] S ==> ngrok:553 [120]
           ngrok-553   [002] 14908.725754699: (+27888) sched_switch:         ngrok:553 [120] S ==> stress:3674 [120]
          stress-3674  [002] 14908.733107644: (+7352945) sched_switch:         stress:3674 [120] R ==> stress:3675 [120]
          stress-3675  [002] 14908.741083662: (+7976018) sched_switch:         stress:3675 [120] R ==> stress:3673 [120]
          stress-3673  [002] 14908.749094070: (+8010408) sched_switch:         stress:3673 [120] R ==> stress:3674 [120]
          stress-3674  [002] 14908.757153681: (+8059611) sched_switch:         stress:3674 [120] R ==> stress:3675 [120]
          stress-3675  [002] 14908.765086829: (+7933148) sched_switch:         stress:3675 [120] R ==> stress:3678 [120]
          stress-3678  [002] 14908.773158570: (+8071741) sched_switch:         stress:3678 [120] R ==> stress:3673 [120]
          stress-3673  [002] 14908.774806088: (+1647518) sched_wakeup:         ngrok:553 [120]<CANT FIND FIELD success> CPU:002
          stress-3673  [002] 14908.774811847: (+5759)  sched_switch:         stress:3673 [120] R ==> ngrok:553 [120]
           ngrok-553   [002] 14908.774857551: (+45704) sched_switch:         ngrok:553 [120] S ==> stress:3673 [120]
          stress-3673  [002] 14908.775902162: (+1044611) sched_wakeup:         ngrok:553 [120]<CANT FIND FIELD success> CPU:002
          stress-3673  [002] 14908.775906736: (+4574)  sched_switch:         stress:3673 [120] R ==> ngrok:553 [120]
           ngrok-553   [002] 14908.775932847: (+26111) sched_wakeup:         ngrok:555 [120]<CANT FIND FIELD success> CPU:002
           ngrok-553   [002] 14908.775957551: (+24704) sched_switch:         ngrok:553 [120] S ==> ngrok:555 [120]
           ngrok-555   [002] 14908.775974810: (+17259) sched_switch:         ngrok:555 [120] S ==> stress:3673 [120]
          stress-3673  [002] 14908.781085088: (+5110278) sched_switch:         stress:3673 [120] R ==> stress:3674 [120]
          stress-3674  [002] 14908.789100329: (+8015241) sched_switch:         stress:3674 [120] R ==> stress:3675 [120]
          stress-3675  [002] 14908.797086033: (+7985704) sched_switch:         stress:3675 [120] R ==> stress:3678 [120]
          stress-3678  [002] 14908.805084125: (+7998092) sched_switch:         stress:3678 [120] R ==> stress:3673 [120]
          stress-3673  [002] 14908.809094236: (+4010111) sched_switch:         stress:3673 [120] D ==> stress:3674 [120]
          stress-3674  [002] 14908.817125755: (+8031519) sched_switch:         stress:3674 [120] R ==> stress:3675 [120]
          stress-3675  [002] 14908.825022107: (+7896352) sched_wakeup:         ngrok:553 [120]<CANT FIND FIELD success> CPU:002
          stress-3675  [002] 14908.825031477: (+9370)  sched_switch:         stress:3675 [120] R ==> ngrok:553 [120]
           ngrok-553   [002] 14908.825122662: (+91185) sched_wakeup:         stress:3673 [120]<CANT FIND FIELD success> CPU:002
           ngrok-553   [002] 14908.825128940: (+6278)  sched_switch:         ngrok:553 [120] S ==> stress:3673 [120]
          stress-3673  [002] 14908.826156310: (+1027370) sched_wakeup:         ngrok:553 [120]<CANT FIND FIELD success> CPU:002
          stress-3673  [002] 14908.826161032: (+4722)  sched_switch:         stress:3673 [120] R ==> ngrok:553 [120]
           ngrok-553   [002] 14908.826190866: (+29834) sched_wakeup:         ngrok:555 [120]<CANT FIND FIELD success> CPU:002
           ngrok-553   [002] 14908.826214088: (+23222) sched_switch:         ngrok:553 [120] S ==> ngrok:555 [120]
           ngrok-555   [002] 14908.826236014: (+21926) sched_wakeup:         ngrok:553 [120]<CANT FIND FIELD success> CPU:002
           ngrok-555   [002] 14908.826250773: (+14759) sched_switch:         ngrok:555 [120] S ==> ngrok:553 [120]
           ngrok-553   [002] 14908.826279310: (+28537) sched_switch:         ngrok:553 [120] S ==> stress:3673 [120]
          stress-3673  [002] 14908.833085829: (+6806519) sched_switch:         stress:3673 [120] R ==> stress:3678 [120]
          stress-3678  [002] 14908.841082088: (+7996259) sched_switch:         stress:3678 [120] R ==> stress:3673 [120]
          stress-3673  [002] 14908.845087810: (+4005722) sched_wakeup:         kcompactd0:43 [120]<CANT FIND FIELD success> CPU:002
          stress-3673  [002] 14908.845093181: (+5371)  sched_switch:         stress:3673 [120] R ==> kcompactd0:43 [120]
      kcompactd0-43    [002] 14908.845112440: (+19259) sched_switch:         kcompactd0:43 [120] S ==> stress:3674 [120]
          stress-3674  [002] 14908.853104921: (+7992481) sched_switch:         stress:3674 [120] R ==> stress:3675 [120]
          stress-3675  [002] 14908.861084717: (+7979796) sched_switch:         stress:3675 [120] R ==> stress:3678 [120]
          stress-3678  [002] 14908.869080903: (+7996186) sched_switch:         stress:3678 [120] R ==> stress:3674 [120]
          stress-3674  [002] 14908.875338477: (+6257574) sched_wakeup:         ngrok:553 [120]<CANT FIND FIELD success> CPU:002
          stress-3674  [002] 14908.875346810: (+8333)  sched_switch:         stress:3674 [120] R ==> ngrok:553 [120]
           ngrok-553   [002] 14908.875393273: (+46463) sched_switch:         ngrok:553 [120] S ==> stress:3675 [120]
          stress-3675  [002] 14908.876435088: (+1041815) sched_wakeup:         ngrok:553 [120]<CANT FIND FIELD success> CPU:002
          stress-3675  [002] 14908.876439088: (+4000)  sched_switch:         stress:3675 [120] R ==> ngrok:553 [120]
           ngrok-553   [002] 14908.876467180: (+28092) sched_wakeup:         ngrok:555 [120]<CANT FIND FIELD success> CPU:002
           ngrok-553   [002] 14908.876598829: (+131649) sched_switch:         ngrok:553 [120] S ==> ngrok:555 [120]
           ngrok-555   [002] 14908.876617477: (+18648) sched_switch:         ngrok:555 [120] S ==> stress:3678 [120]
          stress-3678  [002] 14908.885080847: (+8463370) sched_switch:         stress:3678 [120] R ==> stress:3675 [120]
          stress-3675  [002] 14908.893080366: (+7999519) sched_switch:         stress:3675 [120] R ==> stress:3674 [120]
          stress-3674  [002] 14908.901092847: (+8012481) sched_switch:         stress:3674 [120] R ==> stress:3675 [120]
          stress-3675  [002] 14908.909084810: (+7991963) sched_switch:         stress:3675 [120] R ==> stress:3678 [120]
          stress-3678  [002] 14908.917079699: (+7994889) sched_switch:         stress:3678 [120] R ==> stress:3674 [120]
          stress-3674  [002] 14908.924655884: (+7576185) sched_wakeup:         ngrok:553 [120]<CANT FIND FIELD success> CPU:002
          stress-3674  [002] 14908.924665699: (+9815)  sched_switch:         stress:3674 [120] R ==> ngrok:553 [120]
           ngrok-553   [002] 14908.924715125: (+49426) sched_switch:         ngrok:553 [120] S ==> stress:3675 [120]
          stress-3675  [002] 14908.925098032: (+382907) sched_wakeup:         kworker/2:1:3243 [120]<CANT FIND FIELD success> CPU:002
          stress-3675  [002] 14908.925104588: (+6556)  sched_switch:         stress:3675 [120] R ==> kworker/2:1:3243 [120]
     kworker/2:1-3243  [002] 14908.925131254: (+26666) sched_switch:         kworker/2:1:3243 [120] W ==> stress:3678 [120]
          stress-3678  [002] 14908.925760328: (+629074) sched_wakeup:         ngrok:553 [120]<CANT FIND FIELD success> CPU:002
          stress-3678  [002] 14908.925766051: (+5723)  sched_wakeup:         kworker/2:1:3243 [120]<CANT FIND FIELD success> CPU:002
          stress-3678  [002] 14908.925769273: (+3222)  sched_switch:         stress:3678 [120] R ==> ngrok:553 [120]
           ngrok-553   [002] 14908.925799291: (+30018) sched_wakeup:         ngrok:555 [120]<CANT FIND FIELD success> CPU:002
           ngrok-553   [002] 14908.925819365: (+20074) sched_switch:         ngrok:553 [120] S ==> ngrok:555 [120]
           ngrok-555   [002] 14908.925841977: (+22612) sched_wakeup:         ngrok:553 [120]<CANT FIND FIELD success> CPU:002
           ngrok-555   [002] 14908.925856514: (+14537) sched_switch:         ngrok:555 [120] S ==> ngrok:553 [120]
           ngrok-553   [002] 14908.925884310: (+27796) sched_switch:         ngrok:553 [120] S ==> kworker/2:1:3243 [120]
     kworker/2:1-3243  [002] 14908.925894643: (+10333) sched_switch:         kworker/2:1:3243 [120] W ==> stress:3675 [120]
          stress-3675  [002] 14908.933079680: (+7185037) sched_switch:         stress:3675 [120] R ==> stress:3678 [120]
          stress-3678  [002] 14908.941082495: (+8002815) sched_switch:         stress:3678 [120] R ==> stress:3674 [120]
          stress-3674  [002] 14908.949095254: (+8012759) sched_switch:         stress:3674 [120] R ==> stress:3675 [120]
          stress-3675  [002] 14908.957080791: (+7985537) sched_switch:         stress:3675 [120] R ==> stress:3678 [120]
          stress-3678  [002] 14908.965078680: (+7997889) sched_switch:         stress:3678 [120] R ==> stress:3674 [120]
          stress-3674  [002] 14908.973099106: (+8020426) sched_switch:         stress:3674 [120] R ==> stress:3675 [120]
          stress-3675  [002] 14908.974940624: (+1841518) sched_wakeup:         ngrok:553 [120]<CANT FIND FIELD success> CPU:002
          stress-3675  [002] 14908.974945439: (+4815)  sched_switch:         stress:3675 [120] R ==> ngrok:553 [120]
           ngrok-553   [002] 14908.974989291: (+43852) sched_switch:         ngrok:553 [120] S ==> stress:3678 [120]
          stress-3678  [002] 14908.976031013: (+1041722) sched_wakeup:         ngrok:553 [120]<CANT FIND FIELD success> CPU:002
          stress-3678  [002] 14908.976034661: (+3648)  sched_switch:         stress:3678 [120] R ==> ngrok:553 [120]
           ngrok-553   [002] 14908.976059717: (+25056) sched_wakeup:         ngrok:555 [120]<CANT FIND FIELD success> CPU:002
           ngrok-553   [002] 14908.976082365: (+22648) sched_switch:         ngrok:553 [120] S ==> ngrok:555 [120]
           ngrok-555   [002] 14908.976098587: (+16222) sched_switch:         ngrok:555 [120] S ==> stress:3675 [120]
          stress-3675  [002] 14908.985082328: (+8983741) sched_switch:         stress:3675 [120] R ==> stress:3678 [120]
          stress-3678  [002] 14908.993078958: (+7996630) sched_switch:         stress:3678 [120] R ==> stress:3674 [120]
          stress-3674  [002] 14909.001104587: (+8025629) sched_switch:         stress:3674 [120] R ==> stress:3678 [120]
          stress-3678  [002] 14909.009079532: (+7974945) sched_switch:         stress:3678 [120] R ==> stress:3675 [120]
          stress-3675  [002] 14909.017077828: (+7998296) sched_switch:         stress:3675 [120] R ==> stress:3674 [120]
          stress-3674  [002] 14909.025094346: (+8016518) sched_switch:         stress:3674 [120] R ==> stress:3678 [120]
          stress-3678  [002] 14909.025140772: (+46426) sched_wakeup:         ngrok:553 [120]<CANT FIND FIELD success> CPU:002
          stress-3678  [002] 14909.025146384: (+5612)  sched_switch:         stress:3678 [120] R ==> ngrok:553 [120]
           ngrok-553   [002] 14909.025201550: (+55166) sched_switch:         ngrok:553 [120] S ==> stress:3678 [120]
          stress-3678  [002] 14909.026246513: (+1044963) sched_wakeup:         ngrok:553 [120]<CANT FIND FIELD success> CPU:002
          stress-3678  [002] 14909.026251106: (+4593)  sched_switch:         stress:3678 [120] R ==> ngrok:553 [120]
           ngrok-553   [002] 14909.026293921: (+42815) sched_wakeup:         ngrok:555 [120]<CANT FIND FIELD success> CPU:002
           ngrok-553   [002] 14909.026322180: (+28259) sched_switch:         ngrok:553 [120] S ==> ngrok:555 [120]
           ngrok-555   [002] 14909.026353050: (+30870) sched_wakeup:         ngrok:553 [120]<CANT FIND FIELD success> CPU:002
           ngrok-555   [002] 14909.026373421: (+20371) sched_switch:         ngrok:555 [120] S ==> ngrok:553 [120]
           ngrok-553   [002] 14909.026413180: (+39759) sched_switch:         ngrok:553 [120] S ==> stress:3675 [120]
          stress-3675  [002] 14909.033078550: (+6665370) sched_switch:         stress:3675 [120] R ==> stress:3678 [120]
          stress-3678  [002] 14909.041077846: (+7999296) sched_switch:         stress:3678 [120] R ==> stress:3674 [120]
          stress-3674  [002] 14909.049103032: (+8025186) sched_switch:         stress:3674 [120] R ==> stress:3675 [120]
          stress-3675  [002] 14909.057078161: (+7975129) sched_switch:         stress:3675 [120] R ==> stress:3678 [120]
          stress-3678  [002] 14909.065080217: (+8002056) sched_switch:         stress:3678 [120] R ==> stress:3674 [120]
          stress-3674  [002] 14909.069101087: (+4020870) sched_wakeup:         kworker/2:1:3243 [120]<CANT FIND FIELD success> CPU:002
