cpus=4
          stress-3142  [001] 14544.346176071:          sched_wakeup:         kworker/1:1H:91 [100]<CANT FIND FIELD success> CPU:001
          stress-3142  [001] 14546.173682860: (+5356870) sched_wakeup:         kworker/1:1H:91 [100]<CANT FIND FIELD success> CPU:001
          stress-3142  [001] 14546.173689342: (+6482)  sched_switch:         stress:3142 [120] R ==> kworker/1:1H:91 [100]
    kworker/1:1H-91    [001] 14546.173714268: (+24926) sched_switch:         kworker/1:1H:91 [100] R ==> stress:3142 [120]
          stress-3142  [001] 14546.173718786: (+4518)  sched_wakeup:         kworker/1:1H:91 [100]<CANT FIND FIELD success> CPU:001
          stress-3142  [001] 14546.173722120: (+3334)  sched_switch:         stress:3142 [120] R ==> kworker/1:1H:91 [100]
    kworker/1:1H-91    [001] 14546.173738434: (+16314) sched_wakeup:         ksoftirqd/1:18 [120]<CANT FIND FIELD success> CPU:001
    kworker/1:1H-91    [001] 14546.173769416: (+30982) sched_switch:         kworker/1:1H:91 [100] D ==> ksoftirqd/1:18 [120]
     ksoftirqd/1-18    [001] 14546.173799990: (+30574) sched_switch:         ksoftirqd/1:18 [120] S ==> stress:3142 [120]
          stress-3142  [001] 14546.179110916: (+5310926) sched_wakeup:         kworker/1:1H:91 [100]<CANT FIND FIELD success> CPU:001
          stress-3142  [001] 14546.179116990: (+6074)  sched_switch:         stress:3142 [120] R ==> kworker/1:1H:91 [100]
    kworker/1:1H-91    [001] 14546.179138231: (+21241) sched_switch:         kworker/1:1H:91 [100] R ==> stress:3142 [120]
          stress-3142  [001] 14546.179142027: (+3796)  sched_wakeup:         kworker/1:1H:91 [100]<CANT FIND FIELD success> CPU:001
          stress-3142  [001] 14546.179144934: (+2907)  sched_switch:         stress:3142 [120] R ==> kworker/1:1H:91 [100]
    kworker/1:1H-91    [001] 14546.179161120: (+16186) sched_wakeup:         ksoftirqd/1:18 [120]<CANT FIND FIELD success> CPU:001
    kworker/1:1H-91    [001] 14546.179176953: (+15833) sched_switch:         kworker/1:1H:91 [100] W ==> ksoftirqd/1:18 [120]
     ksoftirqd/1-18    [001] 14546.179205268: (+28315) sched_switch:         ksoftirqd/1:18 [120] S ==> stress:3142 [120]
          stress-3142  [001] 14546.186353175: (+7147907) sched_wakeup:         kworker/1:2:2867 [120]<CANT FIND FIELD success> CPU:001
          stress-3142  [001] 14546.186359731: (+6556)  sched_switch:         stress:3142 [120] R ==> kworker/1:2:2867 [120]
     kworker/1:2-2867  [001] 14546.186374471: (+14740) sched_wakeup:         kworker/u8:1:2871 [120]<CANT FIND FIELD success> CPU:001
     kworker/1:2-2867  [001] 14546.186387564: (+13093) sched_switch:         kworker/1:2:2867 [120] D ==> kworker/u8:1:2871 [120]
    kworker/u8:1-2871  [001] 14546.186392749: (+5185)  sched_wakeup:         kworker/1:2:2867 [120]<CANT FIND FIELD success> CPU:001
    kworker/u8:1-2871  [001] 14546.187014860: (+622111) sched_wakeup:         stress:3144 [120]<CANT FIND FIELD success> CPU:001
    kworker/u8:1-2871  [001] 14546.187076731: (+61871) sched_switch:         kworker/u8:1:2871 [120] W ==> kworker/1:2:2867 [120]
     kworker/1:2-2867  [001] 14546.187093268: (+16537) sched_switch:         kworker/1:2:2867 [120] W ==> stress:3144 [120]
          stress-3144  [001] 14546.187113082: (+19814) sched_wakeup:         stress:3141 [120]<CANT FIND FIELD success> CPU:001
          stress-3144  [001] 14546.187132360: (+19278) sched_wakeup:         kworker/u8:1:2871 [120]<CANT FIND FIELD success> CPU:001
          stress-3144  [001] 14546.187137416: (+5056)  sched_switch:         stress:3144 [120] R ==> kworker/u8:1:2871 [120]
    kworker/u8:1-2871  [001] 14546.187164694: (+27278) sched_switch:         kworker/u8:1:2871 [120] W ==> stress:3141 [120]
          stress-3141  [001] 14546.187178249: (+13555) sched_wakeup:         stress:3138 [120]<CANT FIND FIELD success> CPU:001
          stress-3141  [001] 14546.187187064: (+8815)  sched_switch:         stress:3141 [120] D ==> stress:3138 [120]
          stress-3138  [001] 14546.187199712: (+12648) sched_switch:         stress:3138 [120] D ==> stress:3144 [120]
          stress-3144  [001] 14546.187207045: (+7333)  sched_wakeup:         stress:3141 [120]<CANT FIND FIELD success> CPU:001
          stress-3144  [001] 14546.187246916: (+39871) sched_switch:         stress:3144 [120] D ==> stress:3141 [120]
          stress-3141  [001] 14546.187252620: (+5704)  sched_wakeup:         kworker/u8:1:2871 [120]<CANT FIND FIELD success> CPU:001
          stress-3141  [001] 14546.187256101: (+3481)  sched_switch:         stress:3141 [120] R ==> kworker/u8:1:2871 [120]
    kworker/u8:1-2871  [001] 14546.187267675: (+11574) sched_switch:         kworker/u8:1:2871 [120] W ==> stress:3141 [120]
          stress-3141  [001] 14546.187272731: (+5056)  sched_wakeup:         stress:3138 [120]<CANT FIND FIELD success> CPU:001
          stress-3141  [001] 14546.187295508: (+22777) sched_switch:         stress:3141 [120] D ==> stress:3138 [120]
          stress-3138  [001] 14546.187300601: (+5093)  sched_wakeup:         kworker/u8:1:2871 [120]<CANT FIND FIELD success> CPU:001
          stress-3138  [001] 14546.187303934: (+3333)  sched_switch:         stress:3138 [120] R ==> kworker/u8:1:2871 [120]
    kworker/u8:1-2871  [001] 14546.187314657: (+10723) sched_switch:         kworker/u8:1:2871 [120] W ==> stress:3138 [120]
          stress-3138  [001] 14546.187338731: (+24074) sched_switch:         stress:3138 [120] D ==> stress:3142 [120]
          stress-3142  [001] 14546.189343545: (+2004814) sched_wakeup:         stress:3138 [120]<CANT FIND FIELD success> CPU:001
          stress-3142  [001] 14546.189346064: (+2519)  sched_wakeup:         stress:3141 [120]<CANT FIND FIELD success> CPU:001
          stress-3142  [001] 14546.189347249: (+1185)  sched_wakeup:         stress:3144 [120]<CANT FIND FIELD success> CPU:001
          stress-3142  [001] 14546.189352045: (+4796)  sched_switch:         stress:3142 [120] R ==> stress:3138 [120]
          stress-3138  [001] 14546.189361953: (+9908)  sched_switch:         stress:3138 [120] D ==> stress:3141 [120]
          stress-3141  [001] 14546.189367194: (+5241)  sched_switch:         stress:3141 [120] D ==> stress:3144 [120]
          stress-3144  [001] 14546.189372712: (+5518)  sched_switch:         stress:3144 [120] D ==> stress:3142 [120]
          stress-3142  [001] 14546.215889508: (+26516796) sched_wakeup:         kworker/u8:1:2871 [120]<CANT FIND FIELD success> CPU:001
          stress-3142  [001] 14546.215899193: (+9685)  sched_switch:         stress:3142 [120] R ==> kworker/u8:1:2871 [120]
    kworker/u8:1-2871  [001] 14546.221118138: (+5218945) sched_wakeup:         stress:3144 [120]<CANT FIND FIELD success> CPU:001
    kworker/u8:1-2871  [001] 14546.221120990: (+2852)  sched_wakeup:         stress:3141 [120]<CANT FIND FIELD success> CPU:001
    kworker/u8:1-2871  [001] 14546.221123990: (+3000)  sched_wakeup:         stress:3138 [120]<CANT FIND FIELD success> CPU:001
    kworker/u8:1-2871  [001] 14546.222444730: (+1320740) sched_wakeup:         kworker/1:1H:91 [100]<CANT FIND FIELD success> CPU:001
    kworker/u8:1-2871  [001] 14546.222450805: (+6075)  sched_switch:         kworker/u8:1:2871 [120] R ==> kworker/1:1H:91 [100]
    kworker/1:1H-91    [001] 14546.222530545: (+79740) sched_switch:         kworker/1:1H:91 [100] W ==> kworker/u8:1:2871 [120]
    kworker/u8:1-2871  [001] 14546.222544101: (+13556) sched_wakeup:         kworker/1:1H:91 [100]<CANT FIND FIELD success> CPU:001
    kworker/u8:1-2871  [001] 14546.222547249: (+3148)  sched_switch:         kworker/u8:1:2871 [120] R ==> kworker/1:1H:91 [100]
    kworker/1:1H-91    [001] 14546.222578953: (+31704) sched_switch:         kworker/1:1H:91 [100] D ==> kworker/u8:1:2871 [120]
    kworker/u8:1-2871  [001] 14546.222588471: (+9518)  sched_wakeup:         kworker/1:2H:2882 [100]<CANT FIND FIELD success> CPU:001
    kworker/u8:1-2871  [001] 14546.222591564: (+3093)  sched_switch:         kworker/u8:1:2871 [120] R ==> kworker/1:2H:2882 [100]
    kworker/1:2H-2882  [001] 14546.222596323: (+4759)  sched_switch:         kworker/1:2H:2882 [100] W ==> kworker/u8:1:2871 [120]
    kworker/u8:1-2871  [001] 14546.222604490: (+8167)  sched_wakeup:         kworker/1:2H:2882 [100]<CANT FIND FIELD success> CPU:001
    kworker/u8:1-2871  [001] 14546.222607249: (+2759)  sched_switch:         kworker/u8:1:2871 [120] R ==> kworker/1:2H:2882 [100]
    kworker/1:2H-2882  [001] 14546.222610823: (+3574)  sched_switch:         kworker/1:2H:2882 [100] W ==> kworker/u8:1:2871 [120]
    kworker/u8:1-2871  [001] 14546.222618453: (+7630)  sched_wakeup:         kworker/1:2H:2882 [100]<CANT FIND FIELD success> CPU:001
    kworker/u8:1-2871  [001] 14546.222621305: (+2852)  sched_switch:         kworker/u8:1:2871 [120] R ==> kworker/1:2H:2882 [100]
    kworker/1:2H-2882  [001] 14546.222624768: (+3463)  sched_switch:         kworker/1:2H:2882 [100] W ==> kworker/u8:1:2871 [120]
    kworker/u8:1-2871  [001] 14546.222633730: (+8962)  sched_wakeup:         kworker/1:2H:2882 [100]<CANT FIND FIELD success> CPU:001
    kworker/u8:1-2871  [001] 14546.222636490: (+2760)  sched_switch:         kworker/u8:1:2871 [120] R ==> kworker/1:2H:2882 [100]
    kworker/1:2H-2882  [001] 14546.222639971: (+3481)  sched_switch:         kworker/1:2H:2882 [100] W ==> kworker/u8:1:2871 [120]
    kworker/u8:1-2871  [001] 14546.222648693: (+8722)  sched_wakeup:         kworker/1:2H:2882 [100]<CANT FIND FIELD success> CPU:001
    kworker/u8:1-2871  [001] 14546.222651397: (+2704)  sched_switch:         kworker/u8:1:2871 [120] R ==> kworker/1:2H:2882 [100]
    kworker/1:2H-2882  [001] 14546.222656453: (+5056)  sched_switch:         kworker/1:2H:2882 [100] W ==> kworker/u8:1:2871 [120]
    kworker/u8:1-2871  [001] 14546.222664175: (+7722)  sched_wakeup:         kworker/1:2H:2882 [100]<CANT FIND FIELD success> CPU:001
    kworker/u8:1-2871  [001] 14546.222666934: (+2759)  sched_switch:         kworker/u8:1:2871 [120] R ==> kworker/1:2H:2882 [100]
    kworker/1:2H-2882  [001] 14546.222670490: (+3556)  sched_switch:         kworker/1:2H:2882 [100] W ==> kworker/u8:1:2871 [120]
    kworker/u8:1-2871  [001] 14546.222678175: (+7685)  sched_wakeup:         kworker/1:2H:2882 [100]<CANT FIND FIELD success> CPU:001
    kworker/u8:1-2871  [001] 14546.222680879: (+2704)  sched_switch:         kworker/u8:1:2871 [120] R ==> kworker/1:2H:2882 [100]
    kworker/1:2H-2882  [001] 14546.222684286: (+3407)  sched_switch:         kworker/1:2H:2882 [100] W ==> kworker/u8:1:2871 [120]
    kworker/u8:1-2871  [001] 14546.222691805: (+7519)  sched_wakeup:         kworker/1:2H:2882 [100]<CANT FIND FIELD success> CPU:001
    kworker/u8:1-2871  [001] 14546.222694545: (+2740)  sched_switch:         kworker/u8:1:2871 [120] R ==> kworker/1:2H:2882 [100]
    kworker/1:2H-2882  [001] 14546.222697916: (+3371)  sched_switch:         kworker/1:2H:2882 [100] W ==> kworker/u8:1:2871 [120]
    kworker/u8:1-2871  [001] 14546.222705323: (+7407)  sched_wakeup:         kworker/1:2H:2882 [100]<CANT FIND FIELD success> CPU:001
    kworker/u8:1-2871  [001] 14546.222708064: (+2741)  sched_switch:         kworker/u8:1:2871 [120] R ==> kworker/1:2H:2882 [100]
    kworker/1:2H-2882  [001] 14546.222711323: (+3259)  sched_switch:         kworker/1:2H:2882 [100] W ==> kworker/u8:1:2871 [120]
    kworker/u8:1-2871  [001] 14546.222718786: (+7463)  sched_wakeup:         kworker/1:2H:2882 [100]<CANT FIND FIELD success> CPU:001
    kworker/u8:1-2871  [001] 14546.222721490: (+2704)  sched_switch:         kworker/u8:1:2871 [120] R ==> kworker/1:2H:2882 [100]
    kworker/1:2H-2882  [001] 14546.222724879: (+3389)  sched_switch:         kworker/1:2H:2882 [100] W ==> kworker/u8:1:2871 [120]
    kworker/u8:1-2871  [001] 14546.222732656: (+7777)  sched_wakeup:         kworker/1:2H:2882 [100]<CANT FIND FIELD success> CPU:001
    kworker/u8:1-2871  [001] 14546.222735453: (+2797)  sched_switch:         kworker/u8:1:2871 [120] R ==> kworker/1:2H:2882 [100]
    kworker/1:2H-2882  [001] 14546.222738805: (+3352)  sched_switch:         kworker/1:2H:2882 [100] W ==> kworker/u8:1:2871 [120]
    kworker/u8:1-2871  [001] 14546.222747453: (+8648)  sched_wakeup:         kworker/1:2H:2882 [100]<CANT FIND FIELD success> CPU:001
    kworker/u8:1-2871  [001] 14546.222750027: (+2574)  sched_switch:         kworker/u8:1:2871 [120] R ==> kworker/1:2H:2882 [100]
    kworker/1:2H-2882  [001] 14546.222753471: (+3444)  sched_switch:         kworker/1:2H:2882 [100] W ==> kworker/u8:1:2871 [120]
    kworker/u8:1-2871  [001] 14546.225065379: (+2311908) sched_wakeup:         kworker/1:2H:2882 [100]<CANT FIND FIELD success> CPU:001
    kworker/u8:1-2871  [001] 14546.225069342: (+3963)  sched_switch:         kworker/u8:1:2871 [120] R ==> kworker/1:2H:2882 [100]
    kworker/1:2H-2882  [001] 14546.225074101: (+4759)  sched_switch:         kworker/1:2H:2882 [100] W ==> kworker/u8:1:2871 [120]
    kworker/u8:1-2871  [001] 14546.225082119: (+8018)  sched_wakeup:         kworker/1:2H:2882 [100]<CANT FIND FIELD success> CPU:001
    kworker/u8:1-2871  [001] 14546.225085027: (+2908)  sched_switch:         kworker/u8:1:2871 [120] R ==> kworker/1:2H:2882 [100]
    kworker/1:2H-2882  [001] 14546.225088601: (+3574)  sched_switch:         kworker/1:2H:2882 [100] W ==> kworker/u8:1:2871 [120]
    kworker/u8:1-2871  [001] 14546.225096564: (+7963)  sched_wakeup:         kworker/1:2H:2882 [100]<CANT FIND FIELD success> CPU:001
    kworker/u8:1-2871  [001] 14546.225099453: (+2889)  sched_switch:         kworker/u8:1:2871 [120] R ==> kworker/1:2H:2882 [100]
    kworker/1:2H-2882  [001] 14546.225102823: (+3370)  sched_switch:         kworker/1:2H:2882 [100] W ==> kworker/u8:1:2871 [120]
    kworker/u8:1-2871  [001] 14546.225110397: (+7574)  sched_wakeup:         kworker/1:2H:2882 [100]<CANT FIND FIELD success> CPU:001
    kworker/u8:1-2871  [001] 14546.225113008: (+2611)  sched_switch:         kworker/u8:1:2871 [120] R ==> kworker/1:2H:2882 [100]
    kworker/1:2H-2882  [001] 14546.225116434: (+3426)  sched_switch:         kworker/1:2H:2882 [100] W ==> kworker/u8:1:2871 [120]
    kworker/u8:1-2871  [001] 14546.225124879: (+8445)  sched_wakeup:         kworker/1:2H:2882 [100]<CANT FIND FIELD success> CPU:001
    kworker/u8:1-2871  [001] 14546.225127619: (+2740)  sched_switch:         kworker/u8:1:2871 [120] R ==> kworker/1:2H:2882 [100]
    kworker/1:2H-2882  [001] 14546.225132416: (+4797)  sched_switch:         kworker/1:2H:2882 [100] W ==> stress:3144 [120]
          stress-3144  [001] 14546.225178842: (+46426) sched_wakeup:         kworker/1:2H:2882 [100]<CANT FIND FIELD success> CPU:001
          stress-3144  [001] 14546.225183193: (+4351)  sched_switch:         stress:3144 [120] R ==> kworker/1:2H:2882 [100]
    kworker/1:2H-2882  [001] 14546.225187119: (+3926)  sched_switch:         kworker/1:2H:2882 [100] W ==> kworker/u8:1:2871 [120]
    kworker/u8:1-2871  [001] 14546.225771638: (+584519) sched_wakeup:         kworker/1:2H:2882 [100]<CANT FIND FIELD success> CPU:001
    kworker/u8:1-2871  [001] 14546.225775156: (+3518)  sched_switch:         kworker/u8:1:2871 [120] R ==> kworker/1:2H:2882 [100]
    kworker/1:2H-2882  [001] 14546.225780119: (+4963)  sched_switch:         kworker/1:2H:2882 [100] W ==> stress:3141 [120]
          stress-3141  [001] 14546.225795249: (+15130) sched_switch:         stress:3141 [120] D ==> stress:3138 [120]
          stress-3138  [001] 14546.225807490: (+12241) sched_switch:         stress:3138 [120] D ==> stress:3144 [120]
          stress-3144  [001] 14546.225814286: (+6796)  sched_wakeup:         stress:3141 [120]<CANT FIND FIELD success> CPU:001
          stress-3144  [001] 14546.225833212: (+18926) sched_switch:         stress:3144 [120] D ==> stress:3141 [120]
          stress-3141  [001] 14546.225837971: (+4759)  sched_switch:         stress:3141 [120] D ==> stress:3142 [120]
          stress-3142  [001] 14546.230516693: (+4678722) sched_switch:         stress:3142 [120] R ==> kworker/u8:1:2871 [120]
    kworker/u8:1-2871  [001] 14546.230561045: (+44352) sched_wakeup:         kworker/1:2H:2882 [100]<CANT FIND FIELD success> CPU:001
    kworker/u8:1-2871  [001] 14546.230567027: (+5982)  sched_switch:         kworker/u8:1:2871 [120] R ==> kworker/1:2H:2882 [100]
    kworker/1:2H-2882  [001] 14546.230576416: (+9389)  sched_switch:         kworker/1:2H:2882 [100] W ==> kworker/u8:1:2871 [120]
    kworker/u8:1-2871  [001] 14546.230597286: (+20870) sched_wakeup:         kworker/1:2H:2882 [100]<CANT FIND FIELD success> CPU:001
    kworker/u8:1-2871  [001] 14546.230600416: (+3130)  sched_switch:         kworker/u8:1:2871 [120] R ==> kworker/1:2H:2882 [100]
    kworker/1:2H-2882  [001] 14546.230604212: (+3796)  sched_switch:         kworker/1:2H:2882 [100] W ==> kworker/u8:1:2871 [120]
    kworker/u8:1-2871  [001] 14546.230647675: (+43463) sched_switch:         kworker/u8:1:2871 [120] W ==> stress:3142 [120]
          stress-3142  [001] 14546.233371990: (+2724315) sched_wakeup:         kworker/1:1H:91 [100]<CANT FIND FIELD success> CPU:001
          stress-3142  [001] 14546.233383342: (+11352) sched_switch:         stress:3142 [120] R ==> kworker/1:1H:91 [100]
    kworker/1:1H-91    [001] 14546.233424416: (+41074) sched_switch:         kworker/1:1H:91 [100] R ==> stress:3142 [120]
          stress-3142  [001] 14546.233428656: (+4240)  sched_wakeup:         kworker/1:1H:91 [100]<CANT FIND FIELD success> CPU:001
          stress-3142  [001] 14546.233431545: (+2889)  sched_switch:         stress:3142 [120] R ==> kworker/1:1H:91 [100]
    kworker/1:1H-91    [001] 14546.233459175: (+27630) sched_wakeup:         ksoftirqd/1:18 [120]<CANT FIND FIELD success> CPU:001
    kworker/1:1H-91    [001] 14546.233538619: (+79444) sched_switch:         kworker/1:1H:91 [100] D ==> ksoftirqd/1:18 [120]
     ksoftirqd/1-18    [001] 14546.233568545: (+29926) sched_wakeup:         kworker/u8:1:2871 [120]<CANT FIND FIELD success> CPU:001
