CPU 3 is empty
cpus=4
   task_server.a-2393  [002]  9093.707135419:          sched_wakeup:         kworker/u8:2:2035 [120]<CANT FIND FIELD success> CPU:002
   task_server.a-2393  [002]  9096.501809149: (+3055)  sched_switch:         task_server.a:2393 [120] R ==> ngrok:515 [120]
           ngrok-515   [002]  9096.501817964: (+8815)  sched_switch:         ngrok:515 [120] S ==> task_server.a:2393 [120]
   task_server.a-2393  [002]  9096.502697020: (+879056) sched_wakeup:         ngrok:517 [120]<CANT FIND FIELD success> CPU:002
   task_server.a-2393  [002]  9096.502700057: (+3037)  sched_switch:         task_server.a:2393 [120] R ==> ngrok:517 [120]
           ngrok-517   [002]  9096.502713335: (+13278) sched_wakeup:         ngrok:552 [120]<CANT FIND FIELD success> CPU:002
           ngrok-517   [002]  9096.502723298: (+9963)  sched_switch:         ngrok:517 [120] S ==> ngrok:552 [120]
           ngrok-552   [002]  9096.502733298: (+10000) sched_wakeup:         ngrok:517 [120]<CANT FIND FIELD success> CPU:002
           ngrok-552   [002]  9096.502740057: (+6759)  sched_switch:         ngrok:552 [120] S ==> ngrok:517 [120]
           ngrok-517   [002]  9096.502759223: (+19166) sched_switch:         ngrok:517 [120] S ==> task_server.a:2393 [120]
   task_server.a-2393  [002]  9096.511870649: (+9111426) sched_wakeup:         ngrok:515 [120]<CANT FIND FIELD success> CPU:002
   task_server.a-2393  [002]  9096.511873964: (+3315)  sched_switch:         task_server.a:2393 [120] R ==> ngrok:515 [120]
           ngrok-515   [002]  9096.511883446: (+9482)  sched_switch:         ngrok:515 [120] S ==> task_server.a:2393 [120]
   task_server.a-2393  [002]  9096.551816075: (+39932629) sched_wakeup:         ngrok:515 [120]<CANT FIND FIELD success> CPU:002
   task_server.a-2393  [002]  9096.551818371: (+2296)  sched_wakeup:         ngrok:517 [120]<CANT FIND FIELD success> CPU:002
   task_server.a-2393  [002]  9096.551821742: (+3371)  sched_switch:         task_server.a:2393 [120] R ==> ngrok:515 [120]
           ngrok-515   [002]  9096.551831983: (+10241) sched_switch:         ngrok:515 [120] S ==> ngrok:517 [120]
           ngrok-517   [002]  9096.551842927: (+10944) sched_wakeup:         ngrok:552 [120]<CANT FIND FIELD success> CPU:002
           ngrok-517   [002]  9096.551854964: (+12037) sched_switch:         ngrok:517 [120] S ==> ngrok:552 [120]
           ngrok-552   [002]  9096.551863834: (+8870)  sched_switch:         ngrok:552 [120] S ==> task_server.a:2393 [120]
   task_server.a-2393  [002]  9096.561883964: (+10020130) sched_wakeup:         ngrok:515 [120]<CANT FIND FIELD success> CPU:002
   task_server.a-2393  [002]  9096.561887205: (+3241)  sched_switch:         task_server.a:2393 [120] R ==> ngrok:515 [120]
           ngrok-515   [002]  9096.561896631: (+9426)  sched_switch:         ngrok:515 [120] S ==> task_server.a:2393 [120]
   task_server.a-2393  [002]  9096.600912816: (+39016185) sched_wakeup:         ngrok:517 [120]<CANT FIND FIELD success> CPU:002
   task_server.a-2393  [002]  9096.600916112: (+3296)  sched_switch:         task_server.a:2393 [120] R ==> ngrok:517 [120]
           ngrok-517   [002]  9096.600930538: (+14426) sched_switch:         ngrok:517 [120] S ==> task_server.a:2393 [120]
   task_server.a-2393  [002]  9096.601825797: (+895259) sched_wakeup:         ngrok:515 [120]<CANT FIND FIELD success> CPU:002
   task_server.a-2393  [002]  9096.601829093: (+3296)  sched_switch:         task_server.a:2393 [120] R ==> ngrok:515 [120]
           ngrok-515   [002]  9096.601838112: (+9019)  sched_switch:         ngrok:515 [120] S ==> task_server.a:2393 [120]
   task_server.a-2393  [002]  9096.601979334: (+141222) sched_wakeup:         ngrok:517 [120]<CANT FIND FIELD success> CPU:002
   task_server.a-2393  [002]  9096.601982353: (+3019)  sched_switch:         task_server.a:2393 [120] R ==> ngrok:517 [120]
           ngrok-517   [002]  9096.601995501: (+13148) sched_wakeup:         ngrok:552 [120]<CANT FIND FIELD success> CPU:002
           ngrok-517   [002]  9096.602005612: (+10111) sched_switch:         ngrok:517 [120] S ==> ngrok:552 [120]
           ngrok-552   [002]  9096.602015371: (+9759)  sched_wakeup:         ngrok:517 [120]<CANT FIND FIELD success> CPU:002
           ngrok-552   [002]  9096.602022205: (+6834)  sched_switch:         ngrok:552 [120] S ==> ngrok:517 [120]
           ngrok-517   [002]  9096.602041168: (+18963) sched_switch:         ngrok:517 [120] S ==> task_server.a:2393 [120]
   task_server.a-2393  [002]  9096.611890593: (+9849425) sched_wakeup:         ngrok:515 [120]<CANT FIND FIELD success> CPU:002
   task_server.a-2393  [002]  9096.611893797: (+3204)  sched_switch:         task_server.a:2393 [120] R ==> ngrok:515 [120]
           ngrok-515   [002]  9096.611903056: (+9259)  sched_switch:         ngrok:515 [120] S ==> task_server.a:2393 [120]
   task_server.a-2393  [002]  9096.625466723: (+13563667) sched_wakeup:         kworker/2:2:2220 [120]<CANT FIND FIELD success> CPU:002
   task_server.a-2393  [002]  9096.625471890: (+5167)  sched_switch:         task_server.a:2393 [120] R ==> kworker/2:2:2220 [120]
     kworker/2:2-2220  [002]  9096.625481871: (+9981)  sched_switch:         kworker/2:2:2220 [120] W ==> task_server.a:2393 [120]
   task_server.a-2393  [002]  9096.651099408: (+25617537) sched_wakeup:         ngrok:517 [120]<CANT FIND FIELD success> CPU:002
   task_server.a-2393  [002]  9096.651102741: (+3333)  sched_switch:         task_server.a:2393 [120] R ==> ngrok:517 [120]
           ngrok-517   [002]  9096.651117038: (+14297) sched_switch:         ngrok:517 [120] S ==> task_server.a:2393 [120]
   task_server.a-2393  [002]  9096.651835353: (+718315) sched_wakeup:         ngrok:515 [120]<CANT FIND FIELD success> CPU:002
   task_server.a-2393  [002]  9096.651838464: (+3111)  sched_switch:         task_server.a:2393 [120] R ==> ngrok:515 [120]
           ngrok-515   [002]  9096.651847130: (+8666)  sched_switch:         ngrok:515 [120] S ==> task_server.a:2393 [120]
   task_server.a-2393  [002]  9096.652166204: (+319074) sched_wakeup:         ngrok:517 [120]<CANT FIND FIELD success> CPU:002
   task_server.a-2393  [002]  9096.652169260: (+3056)  sched_switch:         task_server.a:2393 [120] R ==> ngrok:517 [120]
           ngrok-517   [002]  9096.652179908: (+10648) sched_wakeup:         ngrok:552 [120]<CANT FIND FIELD success> CPU:002
           ngrok-517   [002]  9096.652191186: (+11278) sched_switch:         ngrok:517 [120] S ==> ngrok:552 [120]
           ngrok-552   [002]  9096.652199871: (+8685)  sched_switch:         ngrok:552 [120] S ==> task_server.a:2393 [120]
   task_server.a-2393  [002]  9096.661900575: (+9700704) sched_wakeup:         ngrok:515 [120]<CANT FIND FIELD success> CPU:002
   task_server.a-2393  [002]  9096.661904056: (+3481)  sched_switch:         task_server.a:2393 [120] R ==> ngrok:515 [120]
           ngrok-515   [002]  9096.661913704: (+9648)  sched_switch:         ngrok:515 [120] S ==> task_server.a:2393 [120]
   task_server.a-2393  [002]  9096.701248889: (+39335185) sched_wakeup:         ngrok:517 [120]<CANT FIND FIELD success> CPU:002
   task_server.a-2393  [002]  9096.701252130: (+3241)  sched_switch:         task_server.a:2393 [120] R ==> ngrok:517 [120]
           ngrok-517   [002]  9096.701266389: (+14259) sched_switch:         ngrok:517 [120] S ==> task_server.a:2393 [120]
   task_server.a-2393  [002]  9096.701845130: (+578741) sched_wakeup:         ngrok:515 [120]<CANT FIND FIELD success> CPU:002
   task_server.a-2393  [002]  9096.701848297: (+3167)  sched_switch:         task_server.a:2393 [120] R ==> ngrok:515 [120]
           ngrok-515   [002]  9096.701857352: (+9055)  sched_switch:         ngrok:515 [120] S ==> task_server.a:2393 [120]
   task_server.a-2393  [002]  9096.702315482: (+458130) sched_wakeup:         ngrok:517 [120]<CANT FIND FIELD success> CPU:002
   task_server.a-2393  [002]  9096.702318538: (+3056)  sched_switch:         task_server.a:2393 [120] R ==> ngrok:517 [120]
           ngrok-517   [002]  9096.702331908: (+13370) sched_wakeup:         ngrok:552 [120]<CANT FIND FIELD success> CPU:002
           ngrok-517   [002]  9096.702341778: (+9870)  sched_switch:         ngrok:517 [120] S ==> ngrok:552 [120]
           ngrok-552   [002]  9096.702351575: (+9797)  sched_wakeup:         ngrok:517 [120]<CANT FIND FIELD success> CPU:002
           ngrok-552   [002]  9096.702358297: (+6722)  sched_switch:         ngrok:552 [120] S ==> ngrok:517 [120]
           ngrok-517   [002]  9096.702377204: (+18907) sched_switch:         ngrok:517 [120] S ==> task_server.a:2393 [120]
   task_server.a-2393  [002]  9096.711909982: (+9532778) sched_wakeup:         ngrok:515 [120]<CANT FIND FIELD success> CPU:002
   task_server.a-2393  [002]  9096.711913167: (+3185)  sched_switch:         task_server.a:2393 [120] R ==> ngrok:515 [120]
           ngrok-515   [002]  9096.711922630: (+9463)  sched_switch:         ngrok:515 [120] S ==> task_server.a:2393 [120]
   task_server.a-2393  [002]  9096.751435611: (+39512981) sched_wakeup:         ngrok:517 [120]<CANT FIND FIELD success> CPU:002
   task_server.a-2393  [002]  9096.751438963: (+3352)  sched_switch:         task_server.a:2393 [120] R ==> ngrok:517 [120]
           ngrok-517   [002]  9096.751453223: (+14260) sched_switch:         ngrok:517 [120] S ==> task_server.a:2393 [120]
   task_server.a-2393  [002]  9096.751855260: (+402037) sched_wakeup:         ngrok:515 [120]<CANT FIND FIELD success> CPU:002
   task_server.a-2393  [002]  9096.751858500: (+3240)  sched_switch:         task_server.a:2393 [120] R ==> ngrok:515 [120]
           ngrok-515   [002]  9096.751867111: (+8611)  sched_switch:         ngrok:515 [120] S ==> task_server.a:2393 [120]
   task_server.a-2393  [002]  9096.752502093: (+634982) sched_wakeup:         ngrok:517 [120]<CANT FIND FIELD success> CPU:002
   task_server.a-2393  [002]  9096.752505056: (+2963)  sched_switch:         task_server.a:2393 [120] R ==> ngrok:517 [120]
           ngrok-517   [002]  9096.752516815: (+11759) sched_wakeup:         ngrok:552 [120]<CANT FIND FIELD success> CPU:002
           ngrok-517   [002]  9096.752583982: (+67167) sched_switch:         ngrok:517 [120] S ==> ngrok:552 [120]
           ngrok-552   [002]  9096.752593667: (+9685)  sched_switch:         ngrok:552 [120] S ==> task_server.a:2393 [120]
   task_server.a-2393  [002]  9096.761920111: (+9326444) sched_wakeup:         ngrok:515 [120]<CANT FIND FIELD success> CPU:002
   task_server.a-2393  [002]  9096.761923222: (+3111)  sched_switch:         task_server.a:2393 [120] R ==> ngrok:515 [120]
           ngrok-515   [002]  9096.761932871: (+9649)  sched_switch:         ngrok:515 [120] S ==> task_server.a:2393 [120]
   task_server.a-2393  [002]  9096.801641574: (+39708703) sched_wakeup:         ngrok:517 [120]<CANT FIND FIELD success> CPU:002
   task_server.a-2393  [002]  9096.801644926: (+3352)  sched_switch:         task_server.a:2393 [120] R ==> ngrok:517 [120]
           ngrok-517   [002]  9096.801659333: (+14407) sched_switch:         ngrok:517 [120] S ==> task_server.a:2393 [120]
   task_server.a-2393  [002]  9096.801864945: (+205612) sched_wakeup:         ngrok:515 [120]<CANT FIND FIELD success> CPU:002
   task_server.a-2393  [002]  9096.801868315: (+3370)  sched_switch:         task_server.a:2393 [120] R ==> ngrok:515 [120]
           ngrok-515   [002]  9096.801877000: (+8685)  sched_switch:         ngrok:515 [120] S ==> task_server.a:2393 [120]
   task_server.a-2393  [002]  9096.802708222: (+831222) sched_wakeup:         ngrok:517 [120]<CANT FIND FIELD success> CPU:002
   task_server.a-2393  [002]  9096.802711204: (+2982)  sched_switch:         task_server.a:2393 [120] R ==> ngrok:517 [120]
           ngrok-517   [002]  9096.802724482: (+13278) sched_wakeup:         ngrok:552 [120]<CANT FIND FIELD success> CPU:002
           ngrok-517   [002]  9096.802734352: (+9870)  sched_switch:         ngrok:517 [120] S ==> ngrok:552 [120]
           ngrok-552   [002]  9096.802745056: (+10704) sched_wakeup:         ngrok:517 [120]<CANT FIND FIELD success> CPU:002
           ngrok-552   [002]  9096.802751611: (+6555)  sched_switch:         ngrok:552 [120] S ==> ngrok:517 [120]
           ngrok-517   [002]  9096.802770463: (+18852) sched_switch:         ngrok:517 [120] S ==> task_server.a:2393 [120]
   task_server.a-2393  [002]  9096.811929648: (+9159185) sched_wakeup:         ngrok:515 [120]<CANT FIND FIELD success> CPU:002
   task_server.a-2393  [002]  9096.811932796: (+3148)  sched_switch:         task_server.a:2393 [120] R ==> ngrok:515 [120]
           ngrok-515   [002]  9096.811942093: (+9297)  sched_switch:         ngrok:515 [120] S ==> task_server.a:2393 [120]
   task_server.a-2393  [002]  9096.829506426: (+17564333) sched_wakeup:         kworker/2:2:2220 [120]<CANT FIND FIELD success> CPU:002
   task_server.a-2393  [002]  9096.829511407: (+4981)  sched_switch:         task_server.a:2393 [120] R ==> kworker/2:2:2220 [120]
     kworker/2:2-2220  [002]  9096.829522907: (+11500) sched_switch:         kworker/2:2:2220 [120] W ==> task_server.a:2393 [120]
   task_server.a-2393  [002]  9096.851828574: (+22305667) sched_wakeup:         ngrok:517 [120]<CANT FIND FIELD success> CPU:002
   task_server.a-2393  [002]  9096.851830722: (+2148)  sched_wakeup:         ngrok:515 [120]<CANT FIND FIELD success> CPU:002
   task_server.a-2393  [002]  9096.851834074: (+3352)  sched_switch:         task_server.a:2393 [120] R ==> ngrok:515 [120]
           ngrok-515   [002]  9096.851843389: (+9315)  sched_switch:         ngrok:515 [120] S ==> ngrok:517 [120]
           ngrok-517   [002]  9096.851853407: (+10018) sched_wakeup:         ngrok:552 [120]<CANT FIND FIELD success> CPU:002
           ngrok-517   [002]  9096.851864981: (+11574) sched_switch:         ngrok:517 [120] S ==> ngrok:552 [120]
           ngrok-552   [002]  9096.851873630: (+8649)  sched_switch:         ngrok:552 [120] S ==> task_server.a:2393 [120]
   task_server.a-2393  [002]  9096.861896333: (+10022703) sched_wakeup:         ngrok:515 [120]<CANT FIND FIELD success> CPU:002
   task_server.a-2393  [002]  9096.861899555: (+3222)  sched_switch:         task_server.a:2393 [120] R ==> ngrok:515 [120]
           ngrok-515   [002]  9096.861909278: (+9723)  sched_switch:         ngrok:515 [120] S ==> task_server.a:2393 [120]
   task_server.a-2393  [002]  9096.873514204: (+11604926) sched_wakeup:         thd:411 [120]<CANT FIND FIELD success> CPU:002
   task_server.a-2393  [002]  9096.873517870: (+3666)  sched_switch:         task_server.a:2393 [120] R ==> thd:411 [120]
             thd-411   [002]  9096.873548500: (+30630) sched_switch:         thd:411 [120] S ==> task_server.a:2393 [120]
   task_server.a-2393  [002]  9096.900922815: (+27374315) sched_wakeup:         ngrok:517 [120]<CANT FIND FIELD success> CPU:002
   task_server.a-2393  [002]  9096.900926111: (+3296)  sched_switch:         task_server.a:2393 [120] R ==> ngrok:517 [120]
           ngrok-517   [002]  9096.900940722: (+14611) sched_switch:         ngrok:517 [120] S ==> task_server.a:2393 [120]
   task_server.a-2393  [002]  9096.901884259: (+943537) sched_wakeup:         ngrok:515 [120]<CANT FIND FIELD success> CPU:002
   task_server.a-2393  [002]  9096.901887296: (+3037)  sched_switch:         task_server.a:2393 [120] R ==> ngrok:515 [120]
           ngrok-515   [002]  9096.901896240: (+8944)  sched_switch:         ngrok:515 [120] S ==> task_server.a:2393 [120]
   task_server.a-2393  [002]  9096.901989333: (+93093) sched_wakeup:         ngrok:517 [120]<CANT FIND FIELD success> CPU:002
   task_server.a-2393  [002]  9096.901992296: (+2963)  sched_switch:         task_server.a:2393 [120] R ==> ngrok:517 [120]
           ngrok-517   [002]  9096.902005685: (+13389) sched_wakeup:         ngrok:552 [120]<CANT FIND FIELD success> CPU:002
           ngrok-517   [002]  9096.902015703: (+10018) sched_switch:         ngrok:517 [120] S ==> ngrok:552 [120]
           ngrok-552   [002]  9096.902025740: (+10037) sched_wakeup:         ngrok:517 [120]<CANT FIND FIELD success> CPU:002
           ngrok-552   [002]  9096.902032537: (+6797)  sched_switch:         ngrok:552 [120] S ==> ngrok:517 [120]
           ngrok-517   [002]  9096.902051833: (+19296) sched_switch:         ngrok:517 [120] S ==> task_server.a:2393 [120]
   task_server.a-2393  [002]  9096.911948889: (+9897056) sched_wakeup:         ngrok:515 [120]<CANT FIND FIELD success> CPU:002
   task_server.a-2393  [002]  9096.911952111: (+3222)  sched_switch:         task_server.a:2393 [120] R ==> ngrok:515 [120]
           ngrok-515   [002]  9096.911962037: (+9926)  sched_switch:         ngrok:515 [120] S ==> task_server.a:2393 [120]
   task_server.a-2393  [002]  9096.951110240: (+39148203) sched_wakeup:         ngrok:517 [120]<CANT FIND FIELD success> CPU:002
   task_server.a-2393  [002]  9096.951113500: (+3260)  sched_switch:         task_server.a:2393 [120] R ==> ngrok:517 [120]
           ngrok-517   [002]  9096.951128388: (+14888) sched_switch:         ngrok:517 [120] S ==> task_server.a:2393 [120]
